Company name,Business Fields,Founded date,Size,Address,Quant,City,Job Field,Job Position,Experienced,Salary
TOP ON SEEK (TOS) LTD.,7,2016,1,1,2,1,1,Tester intern,2,3000000
DIGIWORLD,3,1997,2,3,1,1,6,Content Marketing,2,4500000
DIGIWORLD,3,1997,2,3,1,1,4,Talent Acquisition Intern,2,4500000
DIGIWORLD,3,1997,2,3,1,1,7,Finance & Accounting Intern,2,4500000
SONAT GAME STUDIO,6,2017,1,2,5,2,6,Marketing Intern,2,3500000
SONAT GAME STUDIO,6,2017,1,2,3,2,9,Graphic Design Intern,2,3500000
SONAT GAME STUDIO,6,2017,1,2,1,2,9,Video Editor Intern,2,3500000
SONAT GAME STUDIO,6,2017,1,2,3,2,9,2D Artist Intern,2,3500000
VNE 2,2,2019,2,3,8,2,6,Ecommerce Intern,2,3500000
VNE 2,2,2019,2,3,20,2,6,Marketing Intern,2,3500000
VNE 2,2,2019,2,3,5,2,6,Digital Marketing Intern,2,3500000
MOR SOFTWARE,3,2016,2,3,1,2,4,Human Resources Intern,2,3000000
LOSHIP,2,2014,2,3,1,1,4,Human Resources Intern,2,4500000
LOSHIP,2,2014,2,3,1,1,9,Media Booking Intern,2,4500000
RACONTEUR VIETNAM,7,2019,1,2,1,2,6,Content Marketing Intern,2,4000000
NAM LONG,7,2017,1,2,1,2,6,Marketing Intern,2,6500000
